"subject" "problem" "trial" "choice" "condition" "pHa" "La" "Hb" "pHb" "Lb" "LotNum"
"6620" 1 3 8 1 "ByProb" 1 -1 0 0.5 -2 1
"6621" 1 3 9 1 "ByProb" 1 -1 0 0.5 -2 1
"7715" 1 3 10 1 "ByProb" 1 -1 0 0.5 -2 1
"7352" 1 3 11 1 "ByProb" 1 -1 0 0.5 -2 1
"6267" 1 3 12 1 "ByProb" 1 -1 0 0.5 -2 1
"6278" 1 3 13 1 "ByProb" 1 -1 0 0.5 -2 1
"6292" 1 3 14 1 "ByProb" 1 -1 0 0.5 -2 1
"6282" 1 3 15 1 "ByProb" 1 -1 0 0.5 -2 1
"6260" 1 3 16 1 "ByProb" 1 -1 0 0.5 -2 1
"6268" 1 3 17 1 "ByProb" 1 -1 0 0.5 -2 1
"6265" 1 3 18 1 "ByProb" 1 -1 0 0.5 -2 1
"6396" 1 3 19 1 "ByProb" 1 -1 0 0.5 -2 1
"6505" 1 3 20 1 "ByProb" 1 -1 0 0.5 -2 1
"6385" 1 3 21 1 "ByProb" 1 -1 0 0.5 -2 1
"6426" 1 3 22 1 "ByProb" 1 -1 0 0.5 -2 1
"6346" 1 3 23 1 "ByProb" 1 -1 0 0.5 -2 1
"6631" 1 3 24 1 "ByProb" 1 -1 0 0.5 -2 1
"6632" 1 3 25 1 "ByProb" 1 -1 0 0.5 -2 1
"9918" 1 4 1 1 "ByProb" 1 1 2 0.5 0 1
"10283" 1 4 2 1 "ByProb" 1 1 2 0.5 0 1
"10284" 1 4 3 1 "ByProb" 1 1 2 0.5 0 1
"10285" 1 4 4 1 "ByProb" 1 1 2 0.5 0 1
"9556" 1 4 5 1 "ByProb" 1 1 2 0.5 0 1
"9557" 1 4 6 1 "ByProb" 1 1 2 0.5 0 1
"9558" 1 4 7 1 "ByProb" 1 1 2 0.5 0 1
"9559" 1 4 8 1 "ByProb" 1 1 2 0.5 0 1
"9560" 1 4 9 1 "ByProb" 1 1 2 0.5 0 1
"9682" 1 4 10 1 "ByProb" 1 1 2 0.5 0 1
"9683" 1 4 11 1 "ByProb" 1 1 2 0.5 0 1
"9386" 1 4 12 1 "ByProb" 1 1 2 0.5 0 1
"9379" 1 4 13 1 "ByProb" 1 1 2 0.5 0 1
"9380" 1 4 14 1 "ByProb" 1 1 2 0.5 0 1
"9388" 1 4 15 1 "ByProb" 1 1 2 0.5 0 1
"9381" 1 4 16 1 "ByProb" 1 1 2 0.5 0 1
"9395" 1 4 17 1 "ByProb" 1 1 2 0.5 0 1
"9521" 1 4 18 1 "ByProb" 1 1 2 0.5 0 1
"9684" 1 4 19 1 "ByProb" 1 1 2 0.5 0 1
"9685" 1 4 20 1 "ByProb" 1 1 2 0.5 0 1
"9686" 1 4 21 1 "ByProb" 1 1 2 0.5 0 1
"9568" 1 4 22 1 "ByProb" 1 1 2 0.5 0 1
"9933" 1 4 23 1 "ByProb" 1 1 2 0.5 0 1
"9934" 1 4 24 1 "ByProb" 1 1 2 0.5 0 1
"9935" 1 4 25 1 "ByProb" 1 1 2 0.5 0 1
"13222" 1 5 1 0 "ByProb" 1 -3 0 0.2 -4 1
"14316" 1 5 2 0 "ByProb" 1 -3 0 0.2 -4 1
"14317" 1 5 3 0 "ByProb" 1 -3 0 0.2 -4 1
"14318" 1 5 4 0 "ByProb" 1 -3 0 0.2 -4 1
"13225" 1 5 5 0 "ByProb" 1 -3 0 0.2 -4 1
"13226" 1 5 6 0 "ByProb" 1 -3 0 0.2 -4 1
"13227" 1 5 7 0 "ByProb" 1 -3 0 0.2 -4 1
"14321" 1 5 8 0 "ByProb" 1 -3 0 0.2 -4 1
"14322" 1 5 9 0 "ByProb" 1 -3 0 0.2 -4 1
"14323" 1 5 10 0 "ByProb" 1 -3 0 0.2 -4 1
"14324" 1 5 11 0 "ByProb" 1 -3 0 0.2 -4 1
"12578" 1 5 12 0 "ByProb" 1 -3 0 0.2 -4 1
"12579" 1 5 13 0 "ByProb" 1 -3 0 0.2 -4 1
"12594" 1 5 14 0 "ByProb" 1 -3 0 0.2 -4 1
"12650" 1 5 15 0 "ByProb" 1 -3 0 0.2 -4 1
"12502" 1 5 16 0 "ByProb" 1 -3 0 0.2 -4 1
"12507" 1 5 17 0 "ByProb" 1 -3 0 0.2 -4 1
"12582" 1 5 18 0 "ByProb" 1 -3 0 0.2 -4 1
"12747" 1 5 19 0 "ByProb" 1 -3 0 0.2 -4 1
"12828" 1 5 20 0 "ByProb" 1 -3 0 0.2 -4 1
"12762" 1 5 21 0 "ByProb" 1 -3 0 0.2 -4 1
"12871" 1 5 22 0 "ByProb" 1 -3 0 0.2 -4 1
"12872" 1 5 23 0 "ByProb" 1 -3 0 0.2 -4 1
"12791" 1 5 24 0 "ByProb" 1 -3 0 0.2 -4 1
"13239" 1 5 25 0 "ByProb" 1 -3 0 0.2 -4 1
"15797" 1 6 1 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15798" 1 6 2 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15799" 1 6 3 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15800" 1 6 4 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15627" 1 6 5 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15652" 1 6 6 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15658" 1 6 7 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15644" 1 6 8 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15694" 1 6 9 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16537" 1 6 10 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16538" 1 6 11 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15806" 1 6 12 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15807" 1 6 13 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16174" 1 6 14 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16175" 1 6 15 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15810" 1 6 16 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15811" 1 6 17 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15812" 1 6 18 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15813" 1 6 19 0 "ByProb" 0.75 -3 0 0.8 -4 1
"15814" 1 6 20 0 "ByProb" 0.75 -3 0 0.8 -4 1
"17278" 1 6 21 0 "ByProb" 0.75 -3 0 0.8 -4 1
"17643" 1 6 22 0 "ByProb" 0.75 -3 0 0.8 -4 1
"17644" 1 6 23 0 "ByProb" 0.75 -3 0 0.8 -4 1
"17645" 1 6 24 0 "ByProb" 0.75 -3 0 0.8 -4 1
"17646" 1 6 25 0 "ByProb" 0.75 -3 0 0.8 -4 1
"20930" 1 7 1 0 "ByProb" 1 -1 0 0.95 -20 1
"20931" 1 7 2 0 "ByProb" 1 -1 0 0.95 -20 1
"20932" 1 7 3 0 "ByProb" 1 -1 0 0.95 -20 1
"20933" 1 7 4 0 "ByProb" 1 -1 0 0.95 -20 1
"19840" 1 7 5 0 "ByProb" 1 -1 0 0.95 -20 1
"19841" 1 7 6 0 "ByProb" 1 -1 0 0.95 -20 1
"19842" 1 7 7 0 "ByProb" 1 -1 0 0.95 -20 1
"19843" 1 7 8 0 "ByProb" 1 -1 0 0.95 -20 1
"19844" 1 7 9 0 "ByProb" 1 -1 0 0.95 -20 1
"20209" 1 7 10 0 "ByProb" 1 -1 0 0.95 -20 1
"20210" 1 7 11 0 "ByProb" 1 -1 0 0.95 -20 1
"19116" 1 7 12 0 "ByProb" 1 -1 0 0.95 -20 1
"19481" 1 7 13 0 "ByProb" 1 -1 0 0.95 -20 1
"19482" 1 7 14 0 "ByProb" 1 -1 0 0.95 -20 1
"19483" 1 7 15 0 "ByProb" 1 -1 0 0.95 -20 1
"19118" 1 7 16 0 "ByProb" 1 -1 0 0.95 -20 1
"19119" 1 7 17 0 "ByProb" 1 -1 0 0.95 -20 1
"19120" 1 7 18 0 "ByProb" 1 -1 0 0.95 -20 1
"19242" 1 7 19 0 "ByProb" 1 -1 0 0.95 -20 1
"19243" 1 7 20 0 "ByProb" 1 -1 0 0.95 -20 1
"19123" 1 7 21 0 "ByProb" 1 -1 0 0.95 -20 1
"19852" 1 7 22 0 "ByProb" 1 -1 0 0.95 -20 1
"19853" 1 7 23 0 "ByProb" 1 -1 0 0.95 -20 1
"19854" 1 7 24 0 "ByProb" 1 -1 0 0.95 -20 1
"19855" 1 7 25 0 "ByProb" 1 -1 0 0.95 -20 1
"22048" 1 8 1 0 "ByProb" 1 1 20 0.05 0 1
"22049" 1 8 2 0 "ByProb" 1 1 20 0.05 0 1
"22050" 1 8 3 0 "ByProb" 1 1 20 0.05 0 1
"23144" 1 8 4 0 "ByProb" 1 1 20 0.05 0 1
"22051" 1 8 5 0 "ByProb" 1 1 20 0.05 0 1
"22052" 1 8 6 0 "ByProb" 1 1 20 0.05 0 1
"22066" 1 8 7 0 "ByProb" 1 1 20 0.05 0 1
"22067" 1 8 8 0 "ByProb" 1 1 20 0.05 0 1
"22068" 1 8 9 0 "ByProb" 1 1 20 0.05 0 1
"22785" 1 8 10 0 "ByProb" 1 1 20 0.05 0 1
"22786" 1 8 11 0 "ByProb" 1 1 20 0.05 0 1
"22082" 1 8 12 0 "ByProb" 1 1 20 0.05 0 1
"22178" 1 8 13 0 "ByProb" 1 1 20 0.05 0 1
"22179" 1 8 14 0 "ByProb" 1 1 20 0.05 0 1
"22423" 1 8 15 1 "ByProb" 1 1 20 0.05 0 1
"22070" 1 8 16 1 "ByProb" 1 1 20 0.05 0 1
"22099" 1 8 17 1 "ByProb" 1 1 20 0.05 0 1
"22425" 1 8 18 1 "ByProb" 1 1 20 0.05 0 1
"22426" 1 8 19 1 "ByProb" 1 1 20 0.05 0 1
"22427" 1 8 20 1 "ByProb" 1 1 20 0.05 0 1
"22428" 1 8 21 1 "ByProb" 1 1 20 0.05 0 1
"22429" 1 8 22 1 "ByProb" 1 1 20 0.05 0 1
"23523" 1 8 23 1 "ByProb" 1 1 20 0.05 0 1
"23160" 1 8 24 1 "ByProb" 1 1 20 0.05 0 1
"23161" 1 8 25 1 "ByProb" 1 1 20 0.05 0 1
"26445" 1 9 1 1 "ByProb" 1 1 100 0.01 0 1
"26446" 1 9 2 1 "ByProb" 1 1 100 0.01 0 1
"26447" 1 9 3 1 "ByProb" 1 1 100 0.01 0 1
"26448" 1 9 4 1 "ByProb" 1 1 100 0.01 0 1
"25719" 1 9 5 1 "ByProb" 1 1 100 0.01 0 1
"25720" 1 9 6 1 "ByProb" 1 1 100 0.01 0 1
"25721" 1 9 7 1 "ByProb" 1 1 100 0.01 0 1
"25722" 1 9 8 1 "ByProb" 1 1 100 0.01 0 1
"25723" 1 9 9 1 "ByProb" 1 1 100 0.01 0 1
"26088" 1 9 10 1 "ByProb" 1 1 100 0.01 0 1
"26089" 1 9 11 1 "ByProb" 1 1 100 0.01 0 1
"25116" 1 9 12 1 "ByProb" 1 1 100 0.01 0 1
"25360" 1 9 13 1 "ByProb" 1 1 100 0.01 0 1
"25361" 1 9 14 1 "ByProb" 1 1 100 0.01 0 1
"25483" 1 9 15 1 "ByProb" 1 1 100 0.01 0 1
"25198" 1 9 16 1 "ByProb" 1 1 100 0.01 0 1
"25240" 1 9 17 1 "ByProb" 1 1 100 0.01 0 1
"25362" 1 9 18 1 "ByProb" 1 1 100 0.01 0 1
"25485" 1 9 19 1 "ByProb" 1 1 100 0.01 0 1
"25486" 1 9 20 1 "ByProb" 1 1 100 0.01 0 1
"25731" 1 9 21 1 "ByProb" 1 1 100 0.01 0 1
"25732" 1 9 22 1 "ByProb" 1 1 100 0.01 0 1
"25733" 1 9 23 1 "ByProb" 1 1 100 0.01 0 1
"25734" 1 9 24 1 "ByProb" 1 1 100 0.01 0 1
"26099" 1 9 25 1 "ByProb" 1 1 100 0.01 0 1
"28656" 1 10 1 1 "ByProb" 1 2 101 0.01 1 1
"29750" 1 10 2 1 "ByProb" 1 2 101 0.01 1 1
"29751" 1 10 3 1 "ByProb" 1 2 101 0.01 1 1
"29752" 1 10 4 1 "ByProb" 1 2 101 0.01 1 1
"28659" 1 10 5 1 "ByProb" 1 2 101 0.01 1 1
"28660" 1 10 6 1 "ByProb" 1 2 101 0.01 1 1
"28661" 1 10 7 1 "ByProb" 1 2 101 0.01 1 1
"29755" 1 10 8 1 "ByProb" 1 2 101 0.01 1 1
"29756" 1 10 9 1 "ByProb" 1 2 101 0.01 1 1
"29757" 1 10 10 1 "ByProb" 1 2 101 0.01 1 1
"29758" 1 10 11 1 "ByProb" 1 2 101 0.01 1 1
"28664" 1 10 12 1 "ByProb" 1 2 101 0.01 1 1
"28665" 1 10 13 1 "ByProb" 1 2 101 0.01 1 1
"28666" 1 10 14 1 "ByProb" 1 2 101 0.01 1 1
"29760" 1 10 15 1 "ByProb" 1 2 101 0.01 1 1
"29031" 1 10 16 1 "ByProb" 1 2 101 0.01 1 1
"29032" 1 10 17 1 "ByProb" 1 2 101 0.01 1 1
"29033" 1 10 18 1 "ByProb" 1 2 101 0.01 1 1
"29034" 1 10 19 1 "ByProb" 1 2 101 0.01 1 1
"29035" 1 10 20 1 "ByProb" 1 2 101 0.01 1 1
"29036" 1 10 21 1 "ByProb" 1 2 101 0.01 1 1
"29401" 1 10 22 1 "ByProb" 1 2 101 0.01 1 1
"29402" 1 10 23 1 "ByProb" 1 2 101 0.01 1 1
"29403" 1 10 24 1 "ByProb" 1 2 101 0.01 1 1
"29040" 1 10 25 1 "ByProb" 1 2 101 0.01 1 1
"31960" 1 11 1 0 "ByProb" 1 19 20 0.9 -20 1
"32325" 1 11 2 0 "ByProb" 1 19 20 0.9 -20 1
"32326" 1 11 3 0 "ByProb" 1 19 20 0.9 -20 1
"32327" 1 11 4 0 "ByProb" 1 19 20 0.9 -20 1
"31598" 1 11 5 0 "ByProb" 1 19 20 0.9 -20 1
"31599" 1 11 6 0 "ByProb" 1 19 20 0.9 -20 1
"31600" 1 11 7 0 "ByProb" 1 19 20 0.9 -20 1
"31601" 1 11 8 0 "ByProb" 1 19 20 0.9 -20 1
"31602" 1 11 9 0 "ByProb" 1 19 20 0.9 -20 1
"31603" 1 11 10 0 "ByProb" 1 19 20 0.9 -20 1
"31725" 1 11 11 0 "ByProb" 1 19 20 0.9 -20 1
"31359" 1 11 12 0 "ByProb" 1 19 20 0.9 -20 1
"31373" 1 11 13 0 "ByProb" 1 19 20 0.9 -20 1
"31522" 1 11 14 0 "ByProb" 1 19 20 0.9 -20 1
"31604" 1 11 15 0 "ByProb" 1 19 20 0.9 -20 1
"31318" 1 11 16 0 "ByProb" 1 19 20 0.9 -20 1
"31441" 1 11 17 0 "ByProb" 1 19 20 0.9 -20 1
"31523" 1 11 18 0 "ByProb" 1 19 20 0.9 -20 1
"32706" 1 11 19 0 "ByProb" 1 19 20 0.9 -20 1
"32343" 1 11 20 0 "ByProb" 1 19 20 0.9 -20 1
"32344" 1 11 21 0 "ByProb" 1 19 20 0.9 -20 1
"32345" 1 11 22 0 "ByProb" 1 19 20 0.9 -20 1
"32346" 1 11 23 0 "ByProb" 1 19 20 0.9 -20 1
"32347" 1 11 24 0 "ByProb" 1 19 20 0.9 -20 1
"32348" 1 11 25 0 "ByProb" 1 19 20 0.9 -20 1
"36362" 1 12 1 0 "ByProb" 1 0 50 0.5 -50 1
"36363" 1 12 2 0 "ByProb" 1 0 50 0.5 -50 1
"36364" 1 12 3 0 "ByProb" 1 0 50 0.5 -50 1
"36365" 1 12 4 0 "ByProb" 1 0 50 0.5 -50 1
"37422" 1 12 5 0 "ByProb" 1 0 50 0.5 -50 1
"37397" 1 12 6 0 "ByProb" 1 0 50 0.5 -50 1
"37099" 1 12 7 0 "ByProb" 1 0 50 0.5 -50 1
"37100" 1 12 8 0 "ByProb" 1 0 50 0.5 -50 1
"37101" 1 12 9 0 "ByProb" 1 0 50 0.5 -50 1
"37102" 1 12 10 0 "ByProb" 1 0 50 0.5 -50 1
"37103" 1 12 11 0 "ByProb" 1 0 50 0.5 -50 1
"35279" 1 12 12 0 "ByProb" 1 0 50 0.5 -50 1
"35644" 1 12 13 0 "ByProb" 1 0 50 0.5 -50 1
"35645" 1 12 14 0 "ByProb" 1 0 50 0.5 -50 1
"35646" 1 12 15 0 "ByProb" 1 0 50 0.5 -50 1
"35647" 1 12 16 0 "ByProb" 1 0 50 0.5 -50 1
"35648" 1 12 17 0 "ByProb" 1 0 50 0.5 -50 1
"36013" 1 12 18 0 "ByProb" 1 0 50 0.5 -50 1
"36014" 1 12 19 0 "ByProb" 1 0 50 0.5 -50 1
"36015" 1 12 20 0 "ByProb" 1 0 50 0.5 -50 1
"36016" 1 12 21 0 "ByProb" 1 0 50 0.5 -50 1
"36017" 1 12 22 0 "ByProb" 1 0 50 0.5 -50 1
"36018" 1 12 23 0 "ByProb" 1 0 50 0.5 -50 1
"36019" 1 12 24 0 "ByProb" 1 0 50 0.5 -50 1
"35656" 1 12 25 0 "ByProb" 1 0 50 0.5 -50 1
"37846" 1 14 1 0 "ByProb" 1 0 1 0.5 -1 1
"37847" 1 14 2 0 "ByProb" 1 0 1 0.5 -1 1
"37848" 1 14 3 0 "ByProb" 1 0 1 0.5 -1 1
"38578" 1 14 4 0 "ByProb" 1 0 1 0.5 -1 1
"38579" 1 14 5 0 "ByProb" 1 0 1 0.5 -1 1
"38580" 1 14 6 0 "ByProb" 1 0 1 0.5 -1 1
"38581" 1 14 7 0 "ByProb" 1 0 1 0.5 -1 1
"38582" 1 14 8 0 "ByProb" 1 0 1 0.5 -1 1
"39312" 1 14 9 0 "ByProb" 1 0 1 0.5 -1 1
"39313" 1 14 10 0 "ByProb" 1 0 1 0.5 -1 1
"39314" 1 14 11 0 "ByProb" 1 0 1 0.5 -1 1
"37854" 1 14 12 0 "ByProb" 1 0 1 0.5 -1 1
"37976" 1 14 13 0 "ByProb" 1 0 1 0.5 -1 1
"38220" 1 14 14 0 "ByProb" 1 0 1 0.5 -1 1
"38221" 1 14 15 0 "ByProb" 1 0 1 0.5 -1 1
"38222" 1 14 16 0 "ByProb" 1 0 1 0.5 -1 1
"38588" 1 14 17 0 "ByProb" 1 0 1 0.5 -1 1
"38589" 1 14 18 0 "ByProb" 1 0 1 0.5 -1 1
"38590" 1 14 19 0 "ByProb" 1 0 1 0.5 -1 1
"38955" 1 14 20 0 "ByProb" 1 0 1 0.5 -1 1
"38956" 1 14 21 0 "ByProb" 1 0 1 0.5 -1 1
"39686" 1 14 22 0 "ByProb" 1 0 1 0.5 -1 1
"39687" 1 14 23 0 "ByProb" 1 0 1 0.5 -1 1
"39324" 1 14 24 0 "ByProb" 1 0 1 0.5 -1 1
"39325" 1 14 25 0 "ByProb" 1 0 1 0.5 -1 1
"42972" 1 15 1 1 "ByProb" 1 7 50 0.5 1 1
"42973" 1 15 2 1 "ByProb" 1 7 50 0.5 1 1
"42974" 1 15 3 1 "ByProb" 1 7 50 0.5 1 1
"42975" 1 15 4 1 "ByProb" 1 7 50 0.5 1 1
"42976" 1 15 5 1 "ByProb" 1 7 50 0.5 1 1
"42977" 1 15 6 1 "ByProb" 1 7 50 0.5 1 1
"42978" 1 15 7 1 "ByProb" 1 7 50 0.5 1 1
"42979" 1 15 8 1 "ByProb" 1 7 50 0.5 1 1
"42980" 1 15 9 1 "ByProb" 1 7 50 0.5 1 1
"42981" 1 15 10 1 "ByProb" 1 7 50 0.5 1 1
"42982" 1 15 11 1 "ByProb" 1 7 50 0.5 1 1
"41522" 1 15 12 1 "ByProb" 1 7 50 0.5 1 1
"41523" 1 15 13 1 "ByProb" 1 7 50 0.5 1 1
"41524" 1 15 14 1 "ByProb" 1 7 50 0.5 1 1
"41525" 1 15 15 1 "ByProb" 1 7 50 0.5 1 1
"41526" 1 15 16 1 "ByProb" 1 7 50 0.5 1 1
"41891" 1 15 17 1 "ByProb" 1 7 50 0.5 1 1
"41892" 1 15 18 1 "ByProb" 1 7 50 0.5 1 1
"41893" 1 15 19 1 "ByProb" 1 7 50 0.5 1 1
"41894" 1 15 20 1 "ByProb" 1 7 50 0.5 1 1
"41895" 1 15 21 1 "ByProb" 1 7 50 0.5 1 1
"41896" 1 15 22 1 "ByProb" 1 7 50 0.5 1 1
"42261" 1 15 23 1 "ByProb" 1 7 50 0.5 1 1
"41898" 1 15 24 1 "ByProb" 1 7 50 0.5 1 1
"41900" 1 15 25 1 "ByProb" 1 7 50 0.5 1 1
"44090" 1 16 1 1 "ByProb" 1 7 50 0.5 -1 1
"45184" 1 16 2 1 "ByProb" 1 7 50 0.5 -1 1
"45185" 1 16 3 1 "ByProb" 1 7 50 0.5 -1 1
"45186" 1 16 4 1 "ByProb" 1 7 50 0.5 -1 1
"45187" 1 16 5 1 "ByProb" 1 7 50 0.5 -1 1
"45188" 1 16 6 1 "ByProb" 1 7 50 0.5 -1 1
"45918" 1 16 7 1 "ByProb" 1 7 50 0.5 -1 1
"45555" 1 16 8 1 "ByProb" 1 7 50 0.5 -1 1
"45556" 1 16 9 1 "ByProb" 1 7 50 0.5 -1 1
"45557" 1 16 10 1 "ByProb" 1 7 50 0.5 -1 1
"45558" 1 16 11 1 "ByProb" 1 7 50 0.5 -1 1
"44219" 1 16 12 1 "ByProb" 1 7 50 0.5 -1 1
"44220" 1 16 13 1 "ByProb" 1 7 50 0.5 -1 1
"44140" 1 16 14 1 "ByProb" 1 7 50 0.5 -1 1
"44830" 1 16 15 1 "ByProb" 1 7 50 0.5 -1 1
"44831" 1 16 16 1 "ByProb" 1 7 50 0.5 -1 1
"45196" 1 16 17 1 "ByProb" 1 7 50 0.5 -1 1
"45197" 1 16 18 1 "ByProb" 1 7 50 0.5 -1 1
"45198" 1 16 19 1 "ByProb" 1 7 50 0.5 -1 1
"45928" 1 16 20 1 "ByProb" 1 7 50 0.5 -1 1
"45929" 1 16 21 1 "ByProb" 1 7 50 0.5 -1 1
"45930" 1 16 22 1 "ByProb" 1 7 50 0.5 -1 1
"45567" 1 16 23 1 "ByProb" 1 7 50 0.5 -1 1
"45568" 1 16 24 1 "ByProb" 1 7 50 0.5 -1 1
"45569" 1 16 25 1 "ByProb" 1 7 50 0.5 -1 1
"48487" 1 17 1 1 "ByProb" 1 30 50 0.5 1 1
"48488" 1 17 2 0 "ByProb" 1 30 50 0.5 1 1
"48489" 1 17 3 0 "ByProb" 1 30 50 0.5 1 1
"48490" 1 17 4 0 "ByProb" 1 30 50 0.5 1 1
"48491" 1 17 5 0 "ByProb" 1 30 50 0.5 1 1
"48492" 1 17 6 0 "ByProb" 1 30 50 0.5 1 1
"48493" 1 17 7 0 "ByProb" 1 30 50 0.5 1 1
"48494" 1 17 8 0 "ByProb" 1 30 50 0.5 1 1
"48495" 1 17 9 0 "ByProb" 1 30 50 0.5 1 1
"48496" 1 17 10 0 "ByProb" 1 30 50 0.5 1 1
"48497" 1 17 11 0 "ByProb" 1 30 50 0.5 1 1
"47063" 1 17 12 0 "ByProb" 1 30 50 0.5 1 1
"47159" 1 17 13 0 "ByProb" 1 30 50 0.5 1 1
"47200" 1 17 14 0 "ByProb" 1 30 50 0.5 1 1
"47282" 1 17 15 0 "ByProb" 1 30 50 0.5 1 1
"47405" 1 17 16 0 "ByProb" 1 30 50 0.5 1 1
"47406" 1 17 17 0 "ByProb" 1 30 50 0.5 1 1
"47407" 1 17 18 0 "ByProb" 1 30 50 0.5 1 1
"47408" 1 17 19 0 "ByProb" 1 30 50 0.5 1 1
"47409" 1 17 20 0 "ByProb" 1 30 50 0.5 1 1
"47774" 1 17 21 0 "ByProb" 1 30 50 0.5 1 1
"47775" 1 17 22 0 "ByProb" 1 30 50 0.5 1 1
