"subject" "problem" "trial" "choice" "condition" "type" "pHa" "La" "Hb" "pHb" "Lb" "LotNum" "LotShape" "Corr" "Amb"
"8138" 1 40 12 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8249" 1 40 13 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8250" 1 40 14 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8251" 1 40 15 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8373" 1 40 16 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8293" 1 40 17 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8254" 1 40 18 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8255" 1 40 19 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8256" 1 40 20 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8140" 1 40 21 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8142" 1 40 22 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8259" 1 40 23 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8146" 1 40 24 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8261" 1 40 25 1 "ByProb" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"10248" 1 41 1 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10249" 1 41 2 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10331" 1 41 3 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10332" 1 41 4 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10333" 1 41 5 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10334" 1 41 6 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10335" 1 41 7 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10457" 1 41 8 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10458" 1 41 9 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10459" 1 41 10 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10197" 1 41 11 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10153" 1 41 12 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10338" 1 41 13 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10463" 1 41 14 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10383" 1 41 15 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10303" 1 41 16 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10344" 1 41 17 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10225" 1 41 18 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10226" 1 41 19 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10348" 1 41 20 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10349" 1 41 21 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10350" 1 41 22 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10472" 1 41 23 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10473" 1 41 24 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10474" 1 41 25 1 "ByProb" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"13271" 1 42 1 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"13272" 1 42 2 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"13273" 1 42 3 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"13274" 1 42 4 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"13275" 1 42 5 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"13276" 1 42 6 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"13277" 1 42 7 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"13157" 1 42 8 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"13279" 1 42 9 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"13280" 1 42 10 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12165" 1 42 11 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12193" 1 42 12 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12181" 1 42 13 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12156" 1 42 14 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12152" 1 42 15 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12155" 1 42 16 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12202" 1 42 17 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12312" 1 42 18 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12434" 1 42 19 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12354" 1 42 20 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12477" 1 42 21 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12315" 1 42 22 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12316" 1 42 23 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12194" 1 42 24 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12195" 1 42 25 1 "ByProb" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"14221" 1 45 1 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14262" 1 45 2 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14209" 1 45 3 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14225" 1 45 4 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14635" 1 45 5 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14760" 1 45 6 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"15490" 1 45 7 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"15491" 1 45 8 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"15492" 1 45 9 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"15493" 1 45 10 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14205" 1 45 11 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14191" 1 45 12 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14178" 1 45 13 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14193" 1 45 14 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14177" 1 45 15 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14317" 1 45 16 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14238" 1 45 17 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14199" 1 45 18 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14201" 1 45 19 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14192" 1 45 20 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14184" 1 45 21 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14326" 1 45 22 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14449" 1 45 23 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14328" 1 45 24 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14369" 1 45 25 0 "ByProb" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"16601" 1 47 1 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16723" 1 47 2 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16724" 1 47 3 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16725" 1 47 4 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16726" 1 47 5 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16848" 1 47 6 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16849" 1 47 7 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16850" 1 47 8 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16851" 1 47 9 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16731" 1 47 10 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16236" 1 47 11 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16212" 1 47 12 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16227" 1 47 13 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16365" 1 47 14 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16366" 1 47 15 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16488" 1 47 16 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16408" 1 47 17 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16409" 1 47 18 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16288" 1 47 19 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16249" 1 47 20 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16371" 1 47 21 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16290" 1 47 22 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16865" 1 47 23 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16745" 1 47 24 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16867" 1 47 25 0 "ByProb" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"19542" 1 48 1 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"19179" 1 48 2 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"19180" 1 48 3 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18817" 1 48 4 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18818" 1 48 5 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18819" 1 48 6 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18941" 1 48 7 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18942" 1 48 8 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18943" 1 48 9 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"19187" 1 48 10 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18291" 1 48 11 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18312" 1 48 12 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18257" 1 48 13 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18238" 1 48 14 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18227" 1 48 15 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18458" 1 48 16 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18459" 1 48 17 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18582" 1 48 18 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18583" 1 48 19 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18503" 1 48 20 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18464" 1 48 21 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18423" 1 48 22 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18384" 1 48 23 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18343" 1 48 24 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18304" 1 48 25 1 "ByProb" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"20536" 1 49 1 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20416" 1 49 2 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20538" 1 49 3 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20539" 1 49 4 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20540" 1 49 5 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20541" 1 49 6 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20421" 1 49 7 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20422" 1 49 8 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20544" 1 49 9 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20545" 1 49 10 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20335" 1 49 11 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20334" 1 49 12 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20295" 1 49 13 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20321" 1 49 14 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20264" 1 49 15 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20277" 1 49 16 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20345" 1 49 17 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20429" 1 49 18 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20555" 1 49 19 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20435" 1 49 20 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20436" 1 49 21 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20437" 1 49 22 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20438" 1 49 23 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20439" 1 49 24 0 "ByProb" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
