"subject" "problem" "trial" "choice" "condition" "type" "pHa" "La" "Hb" "pHb" "Lb" "LotNum" "LotShape" "Corr" "Amb"
"6303" 1 20 6 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"6291" 1 20 7 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"6373" 1 20 8 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"6618" 1 20 9 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"6619" 1 20 10 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"7714" 1 20 11 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"7715" 1 20 12 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"7352" 1 20 13 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"7353" 1 20 14 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8083" 1 20 15 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8084" 1 20 16 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8085" 1 20 17 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8086" 1 20 18 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8087" 1 20 19 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8088" 1 20 20 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8089" 1 20 21 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8090" 1 20 22 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"7362" 1 20 23 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"7363" 1 20 24 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"7364" 1 20 25 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9590" 1 21 1 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9915" 1 21 2 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9916" 1 21 3 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9917" 1 21 4 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9554" 1 21 5 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9471" 1 21 6 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9446" 1 21 7 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9407" 1 21 8 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9516" 1 21 9 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9517" 1 21 10 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9926" 1 21 11 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"10291" 1 21 12 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9928" 1 21 13 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"9929" 1 21 14 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11023" 1 21 15 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11024" 1 21 16 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11025" 1 21 17 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11755" 1 21 18 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11756" 1 21 19 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11757" 1 21 20 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12124" 1 21 21 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12125" 1 21 22 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12369" 1 21 23 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12411" 1 21 24 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12128" 1 21 25 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"13221" 1 22 1 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13222" 1 22 2 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13223" 1 22 3 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13224" 1 22 4 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13225" 1 22 5 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13226" 1 22 6 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13227" 1 22 7 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13228" 1 22 8 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13229" 1 22 9 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13230" 1 22 10 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13231" 1 22 11 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13232" 1 22 12 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13233" 1 22 13 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13234" 1 22 14 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13235" 1 22 15 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13236" 1 22 16 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"13237" 1 22 17 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14331" 1 22 18 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14332" 1 22 19 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14333" 1 22 20 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"15428" 1 22 21 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"15308" 1 22 22 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"15430" 1 22 23 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"15432" 1 22 24 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"15069" 1 22 25 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"16526" 1 23 1 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"16527" 1 23 2 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"16893" 1 23 3 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"16894" 1 23 4 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17259" 1 23 5 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17260" 1 23 6 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17261" 1 23 7 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17626" 1 23 8 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17263" 1 23 9 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17264" 1 23 10 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17265" 1 23 11 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"16902" 1 23 12 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17267" 1 23 13 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17268" 1 23 14 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17269" 1 23 15 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17270" 1 23 16 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17271" 1 23 17 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17636" 1 23 18 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17637" 1 23 19 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17638" 1 23 20 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17639" 1 23 21 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17640" 1 23 22 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"16548" 1 23 23 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"16549" 1 23 24 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"16550" 1 23 25 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18763" 1 27 1 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"18775" 1 27 2 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"18755" 1 27 3 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"19104" 1 27 4 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"19105" 1 27 5 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20201" 1 27 6 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20202" 1 27 7 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20203" 1 27 8 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20204" 1 27 9 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20205" 1 27 10 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20570" 1 27 11 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20571" 1 27 12 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20208" 1 27 13 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20209" 1 27 14 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20210" 1 27 15 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20575" 1 27 16 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20576" 1 27 17 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20577" 1 27 18 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20578" 1 27 19 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20579" 1 27 20 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20944" 1 27 21 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20945" 1 27 22 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"19853" 1 27 23 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"19854" 1 27 24 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"19855" 1 27 25 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"22162" 1 28 1 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"22042" 1 28 2 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"21960" 1 28 3 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"21880" 1 28 4 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"21885" 1 28 5 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"21963" 1 28 6 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"21964" 1 28 7 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"21965" 1 28 8 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"22006" 1 28 9 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"22779" 1 28 10 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"22780" 1 28 11 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"22781" 1 28 12 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"22782" 1 28 13 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"23148" 1 28 14 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"23149" 1 28 15 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"23880" 1 28 16 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"23881" 1 28 17 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24246" 1 28 18 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24247" 1 28 19 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24248" 1 28 20 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24249" 1 28 21 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24250" 1 28 22 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"23158" 1 28 23 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"23159" 1 28 24 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"23160" 1 28 25 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"25020" 1 30 1 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25005" 1 30 2 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25002" 1 30 3 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25106" 1 30 4 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25066" 1 30 5 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25107" 1 30 6 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25108" 1 30 7 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25042" 1 30 8 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25070" 1 30 9 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25031" 1 30 10 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25072" 1 30 11 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25006" 1 30 12 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25358" 1 30 13 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25359" 1 30 14 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"25360" 1 30 15 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"26820" 1 30 16 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"26457" 1 30 17 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"26458" 1 30 18 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"26459" 1 30 19 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"26460" 1 30 20 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"26461" 1 30 21 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"26462" 1 30 22 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"26463" 1 30 23 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"26464" 1 30 24 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"26465" 1 30 25 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"226" 2 13 1 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"227" 2 13 2 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"228" 2 13 3 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"229" 2 13 4 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"230" 2 13 5 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"231" 2 13 6 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"232" 2 13 7 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"233" 2 13 8 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"234" 2 13 9 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"235" 2 13 10 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"236" 2 13 11 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"237" 2 13 12 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"238" 2 13 13 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"239" 2 13 14 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"240" 2 13 15 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"241" 2 13 16 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"242" 2 13 17 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"243" 2 13 18 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"244" 2 13 19 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"245" 2 13 20 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"246" 2 13 21 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"247" 2 13 22 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"248" 2 13 23 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"249" 2 13 24 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"250" 2 13 25 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"3895" 2 19 1 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"3532" 2 19 2 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"3533" 2 19 3 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"3534" 2 19 4 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"3535" 2 19 5 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"3536" 2 19 6 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"3537" 2 19 7 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4631" 2 19 8 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4632" 2 19 9 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4633" 2 19 10 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4634" 2 19 11 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4635" 2 19 12 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4272" 2 19 13 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4273" 2 19 14 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4274" 2 19 15 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4275" 2 19 16 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4276" 2 19 17 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4277" 2 19 18 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4278" 2 19 19 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4643" 2 19 20 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4644" 2 19 21 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4645" 2 19 22 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
