"subject" "problem" "trial" "choice" "condition" "task" "pHa" "La" "Hb" "pHb" "Lb" "LotNum" "LotShape" "Corr" "Amb"
"61" 315 13 1 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"62" 315 13 2 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"63" 315 13 3 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"64" 315 13 4 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"65" 315 13 5 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"66" 315 13 6 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"67" 315 13 7 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"68" 315 13 8 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"69" 315 13 9 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"70" 315 13 10 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"71" 315 13 11 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"72" 315 13 12 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"73" 315 13 13 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"74" 315 13 14 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"75" 315 13 15 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"76" 315 13 16 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"77" 315 13 17 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"78" 315 13 18 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"79" 315 13 19 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"80" 315 13 20 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"81" 315 13 21 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"82" 315 13 22 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"83" 315 13 23 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"84" 315 13 24 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"85" 315 13 25 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"86" 1349 13 1 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"87" 1349 13 2 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"88" 1349 13 3 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"89" 1349 13 4 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"90" 1349 13 5 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"91" 1349 13 6 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"92" 1349 13 7 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"93" 1349 13 8 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"94" 1349 13 9 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"95" 1349 13 10 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"96" 16 13 1 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"97" 16 13 2 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"98" 16 13 3 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"99" 16 13 4 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"100" 16 13 5 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"101" 16 13 6 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"102" 16 13 7 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"103" 16 13 8 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"104" 16 13 9 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"105" 16 13 10 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"106" 16 13 11 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"107" 16 13 12 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"108" 16 13 13 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"109" 16 13 14 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"110" 16 13 15 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"111" 16 13 16 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"112" 16 13 17 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"113" 16 13 18 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"114" 16 13 19 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"115" 16 13 20 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"116" 16 13 21 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"117" 16 13 22 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"118" 16 13 23 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"119" 16 13 24 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"120" 16 13 25 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"121" 1205 13 1 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"122" 1205 13 2 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"123" 1205 13 3 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"124" 1205 13 4 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"125" 1205 13 5 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"126" 1205 13 6 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"127" 1205 13 7 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"128" 1205 13 8 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"129" 1205 13 9 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"130" 1205 13 10 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"131" 1205 13 11 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"132" 1205 13 12 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"133" 1205 13 13 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"134" 1205 13 14 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"135" 1205 13 15 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"136" 1205 13 16 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"137" 1205 13 17 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"138" 1205 13 18 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"139" 1205 13 19 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"140" 1205 13 20 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"141" 1205 13 21 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"142" 1205 13 22 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"143" 1205 13 23 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"144" 1205 13 24 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"145" 1205 13 25 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"146" 21 13 19 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"147" 21 13 20 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"148" 21 13 21 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"149" 21 13 22 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"150" 21 13 23 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"151" 21 13 24 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"152" 21 13 25 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"153" 1298 13 1 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"154" 1298 13 2 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"155" 1298 13 3 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"156" 330 13 1 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"157" 330 13 2 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"158" 330 13 3 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"159" 330 13 4 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"160" 330 13 5 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"161" 330 13 6 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"162" 330 13 7 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"163" 330 13 8 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"164" 330 13 9 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"165" 330 13 10 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"166" 330 13 11 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"167" 330 13 12 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"168" 330 13 13 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"169" 330 13 14 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"170" 330 13 15 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"171" 330 13 16 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"172" 330 13 17 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"173" 330 13 18 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"174" 330 13 19 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"175" 330 13 20 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"176" 330 13 21 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"177" 330 13 22 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"178" 330 13 23 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"179" 330 13 24 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"180" 330 13 25 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"181" 26 13 22 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"182" 26 13 23 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"183" 26 13 24 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"184" 26 13 25 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"185" 1314 13 1 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"186" 1314 13 2 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"187" 1314 13 3 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"188" 605 13 1 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"189" 605 13 2 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"190" 605 13 3 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"191" 301 13 1 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"192" 301 13 2 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"193" 301 13 3 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"194" 301 13 4 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"195" 301 13 5 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"196" 301 13 6 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"197" 301 13 7 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"198" 301 13 8 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"199" 301 13 9 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"200" 301 13 10 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"201" 301 13 11 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"202" 301 13 12 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"203" 301 13 13 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"204" 301 13 14 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"205" 301 13 15 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"206" 301 13 16 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"207" 301 13 17 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"208" 301 13 18 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"209" 301 13 19 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"210" 301 13 20 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"211" 301 13 21 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"212" 301 13 22 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"213" 301 13 23 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"214" 301 13 24 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"215" 301 13 25 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"216" 1322 13 1 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"217" 1322 13 2 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"218" 1322 13 3 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"219" 1322 13 4 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"220" 1322 13 5 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"221" 1322 13 6 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"222" 1322 13 7 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"223" 1322 13 8 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"224" 1322 13 9 0 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"225" 1322 13 10 1 "ByFB" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"226" 2 13 1 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"227" 2 13 2 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"228" 2 13 3 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"229" 2 13 4 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"230" 2 13 5 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"231" 2 13 6 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"232" 2 13 7 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"233" 2 13 8 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"234" 2 13 9 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"235" 2 13 10 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"236" 2 13 11 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"237" 2 13 12 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"238" 2 13 13 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"239" 2 13 14 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"240" 2 13 15 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"241" 2 13 16 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"242" 2 13 17 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"243" 2 13 18 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"244" 2 13 19 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"245" 2 13 20 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"246" 2 13 21 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"247" 2 13 22 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"248" 2 13 23 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"249" 2 13 24 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"250" 2 13 25 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"251" 1109 13 1 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"252" 1109 13 2 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"253" 1109 13 3 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"254" 1109 13 4 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"255" 1109 13 5 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"256" 1109 13 6 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"257" 1109 13 7 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"258" 1109 13 8 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"259" 1109 13 9 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"260" 1109 13 10 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"261" 1109 13 11 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"262" 1109 13 12 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"263" 1109 13 13 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"264" 1109 13 14 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"265" 1109 13 15 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"266" 1109 13 16 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"267" 1109 13 17 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"268" 1109 13 18 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"269" 1109 13 19 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"270" 1109 13 20 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"271" 1109 13 21 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"272" 1109 13 22 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"273" 1109 13 23 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"274" 1109 13 24 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"275" 1109 13 25 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"276" 7 13 19 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"277" 7 13 20 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"278" 7 13 21 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"279" 7 13 22 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"280" 7 13 23 0 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
